state,season,crop_name,sub_region,sow_start_month,sow_end_month,harvest_month_range,seed_rate_kg_ha,row_spacing_cm,plant_spacing_cm,nursery_days,duration_days,notes
Ladakh,rabi,Broccoli,,9,9,10,,45,30,,,Nursery should be sown in first fortnight of September; spacing 45x30 cm; complete by first fortnight of October
Ladakh,rabi,Spinach,,9,9,,,30,30,,,Direct sow before October; spacing 30x30 cm
Ladakh,rabi,Swiss Chard,,9,9,,,30,30,,,Direct sow before October; spacing 30x30 cm
Ladakh,rabi,Radish,,9,9,,,,,,,Sow on bunds
Ladakh,rabi,Carrot,,9,9,,,,,,,Sow on bunds
Ladakh,rabi,Knol Khol,,9,11,,,,,,,Can be transplanted in September-November to get crop throughout winters
Ladakh,rabi,Methi,,,,,,,,,,
Ladakh,rabi,Coriander,,,,,,,,,,
Ladakh,rabi,Turnip,,,,,,,,,,
Ladakh,rabi,Lettuce,,9,9,,,,,,,Nursery should be sown in first fortnight of September
Ladakh,rabi,Celery,,,,,,,,,,
Ladakh,rabi,Kale,,,,,,,,,,
Uttarakhand,rabi,wheat,"Plain, Bhawar and Trai area",10,11,,100,,,,,4-6 irrigations required
Uttarakhand,rabi,gram,"Plain, Bhawar and Trai area",11,12,,80,,,,,"Optimum sowing Nov first fortnight, late sowing up to Dec first fortnight"
Uttarakhand,rabi,barley,,10,10,,100,,,,,"Sowing last week of Oct in irrigated, first fortnight Oct in rainfed"
Uttarakhand,rabi,lentil,"Plain, Bhawar and Trai areas",11,12,,40,,,,,
Uttarakhand,rabi,yellow mustard/toria,"Plain, Bhawar and Trai area",10,10,,5,,,,,Early sowing rye Sep last week to Oct first fortnight
Uttarakhand,rabi,pea,"Plain, Bhawar and Trai area",10,11,,125,,,,,Dwarf varieties sown mid Oct to mid Nov
Uttarakhand,rabi,onion,,10,10,,9,,,,,"Nursery in October, transplanting in December"
Uttarakhand,rabi,potato,"Plain, Bhawar and Trai area",10,10,,2500,,,,,
Uttarakhand,rabi,radish,"Plain, Bhawar and Trai area",9,1,,9,,,,,"Sowing Sept to Jan for Plain, Bhawar and Trai"
Uttarakhand,rabi,coriander,,,,,22.5,,,,,
Uttarakhand,rabi,spinach,,,,,27.5,,,,,
Uttarakhand,rabi,apple,lower hilly and hill area,12,2,,,,,,,"Apply FYM 100 kg/plant, N 1.5 kg Urea per basin, P SSP 2 kg/plant, K MOP 1.7 kg/plant in December-January"
Uttarakhand,rabi,peach,"Plain, Bhawar and Trai area",,,,,,,,,
Uttarakhand,rabi,plum,"Plain, Bhawar and Trai area",,,,,,,,,
Uttarakhand,rabi,apricot,lower hilly and hill area,,,,,,,,,
Uttarakhand,rabi,almond,lower hilly and hill area,,,,,,,,,
Rajasthan,rabi,Taramira,,9,10,,5.5,42.5,,,,Sowing time depends on available soil moisture and prevailing temperature; mostly in barani areas.
Rajasthan,rabi,Mustard,,9,10,,5,,,,,Late sowing results in more incidence of sucking pest and white rust.
Rajasthan,rabi,Chickpea,,10,10,,65,,,,,100-130 Kg/ha seed rate for Kabuli chickpea.
Rajasthan,rabi,Barley,,10,11,,90,,,,,"Dual purpose cereal crop, cultivated in semi-arid and arid regions."
Rajasthan,rabi,Wheat,,11,11,,110,,,,,Mainly cultivated under irrigated conditions.
Rajasthan,rabi,Fenugreek,,10,10,,22.5,,,,,Leguminous seed spice crop.
Rajasthan,rabi,Cumin,,10,11,,13.5,30,,,,Sowing in second fortnight of Oct to 5 Nov.
Haryana and Delhi,rabi,mustard,,9,10,,3.5,,,,,Use 4.0 kg/ha seed for rainfed crop if moisture available
Haryana and Delhi,rabi,chickpea,,10,10,,,30,10,,,Avoid sowing before 15 October for wilt management; Kabuli gram sow in last week Oct; spacing 45 cm under rainfed
Haryana and Delhi,rabi,wheat,,10,12,,100,,,,,Late sowing up to 3rd week December; increase seed rate by 25% for late sown
Uttar Pradesh,rabi,Berseem,,10,11,11,225,,,,210,"Mix 400 g seed Chinese cabbage variety of mustard with full seed rate of berseem for early first cut; In November, mix berseem with oats at half seed rate of oats."
Uttar Pradesh,rabi,Oats,,10,10,,75,25,,,,Optimum sowing 2nd to last week October; Seed treated with 1 gm Vitavax per kg seed.
Uttar Pradesh,rabi,Wheat,,10,11,,100,22.5,,,,For medium grain varieties 100 kg/ha seed rate; Bold seeded 125 kg/ha; Late sown 125-150 kg/ha; Spacing reduced to 15-18 cm for late sowing.
Bihar,rabi,wheat,,11,12,,,20,,,,Late sown wheat row spacing 18 cm; increase seed rate by 10-20% in late sown wheat
Bihar,rabi,maize,,10,11,,,60,20,,,Sowing with zero till drill possible
Bihar,rabi,gram,,10,11,,75,30,10,,,Use seed rate 75-80 for small seeded; 100 for bold seed; depth 8-10cm
Bihar,rabi,lentil,,10,11,,30,30,10,,,Seed rate 30-35 kg/ha sole crop; 50-60 kg/ha for paira cropping; depth 4-5cm
Bihar,rabi,lathyrus,,10,11,,40,30,10,,,Seed rate 25-30 kg/ha for grain crop; 40 kg/ha for dual purpose; spacing 30x10 cm
Bihar,rabi,field pea,,10,11,,70,30,10,,,Seed rate 70-80 for long duration; 100 for short duration; spacing 30x10 cm for long; 22.5x10 cm for short; depth 4-5 cm
Bihar,rabi,rapeseed/mustard,,10,11,,,30,10,,,Spacing 30x10-15 cm; depth 4-5 cm; thinning after 3 weeks
Bihar,rabi,linseed,,10,11,,25,30,5,,,Seed rate 20-30 normal sowing; 30-40 for utera/paira cropping; depth 4-5 cm
Bihar,rabi,potato,,10,12,3,,,,,,Land prep per varieties for early crop; harvesting in March
Bihar,rabi,cauliflower,,10,12,4,,,,,,Nursery raising mid-season varieties; sowing in October
Bihar,rabi,cabbage,,10,12,4,,,,,,Nursery raising mid-season varieties; sowing in October
Bihar,rabi,tomato,,11,2,,,,,,,Planting in November; seedling treatment with Rhizobium and PSB
Bihar,rabi,onion,,1,2,,,,,,,"Transplantation in January-February; irrigation, weeding and hoeing timed"
Bihar,rabi,garlic,,2,2,,,,,,,"Irrigation, weeding and hoeing according to time"
Bihar,rabi,spinach,,10,10,,,,,,,Land preparation and sowing in October
Bihar,rabi,radish,,10,10,,,,,,,Land preparation and sowing in October
Bihar,rabi,carrot,,10,10,,,,,,,Land preparation and sowing in October
Bihar,rabi,turnip,,10,10,,,,,,,Land preparation and sowing in October
Bihar,rabi,coriander,,10,10,,,,,,,Land preparation and sowing in October
Jharkhand,rabi,wheat,,10,12,,100,20,10,,,"Timely irrigated condition sow 1st week Oct, timely unirrigated 2nd week Nov, late irrigated 1st week Dec"
Jharkhand,rabi,gram,,,,,70,30,10,,,Seed depth 8-10 cm
Jharkhand,rabi,lentil,,10,11,,30,25,8,,,
Jharkhand,rabi,mustard,,10,11,,5,30,12.5,,,"Seed sown depth 2 cm, sowing for Toria 15 Sept to 15 Oct"
Jharkhand,rabi,toria,,9,10,,3.75,30,12.5,,,Seed sown depth 2 cm
Jharkhand,rabi,vegetable peas,,10,10,,50,30,12.5,,,
Jharkhand,rabi,potato,,10,12,,,50,15,,,"Early variety planting from October at 50x20 cm, mid-season from Dec at 50x20 cm"
Jharkhand,rabi,onion,,10,11,,,15,10,40,,"Seed depth 2-3 cm for direct sowing, seedlings transplanted November"
Jharkhand,rabi,cabbage,,11,2,,,60,40,,,Transplant seedlings treated with Trichoderma
Jharkhand,rabi,cauliflower,,11,2,,,60,40,,,Transplant seedlings treated with Trichoderma
Jharkhand,rabi,broccoli,,10,11,,,50,40,,,Seedling treated with Trichoderma before planting
Jharkhand,rabi,tomato,,10,2,,,60,40,,,Seedlings dipped in Trichoderma before planting
Jharkhand,rabi,brinjal,,10,2,,,50,50,,,Seedlings dipped in Trichoderma before planting
Jharkhand,rabi,chilli,,10,2,,,50,50,,,Seedlings dipped in Trichoderma before planting
West Bengal,rabi,boro paddy,,12,12,"[2, 3]",,,,40,,Timely seed sowing in nursery 1-15 December; transplanting 15-30 January with 40-45 days old seedlings
West Bengal,rabi,maize,,,,,,60,30,,,Follow ridge and furrow sowing; optimum plant population 7 plants/sqm
West Bengal,rabi,lentil,,11,11,,30,,,,,Sowing between 1-30 November; can be relay crop 7-10 days before kharif paddy harvest
West Bengal,rabi,mustard,,10,11,,,20,10,,,Sowing completed within 3rd week October to 2nd week November; line sowing
West Bengal,rabi,summer greengram,,,,,,,,,,
West Bengal,rabi,sunflower,,,,,,,,,,3-4 irrigations required; use decomposed FYM 7-8 t/ha or vermicompost 2 t/ha
West Bengal,rabi,cotton,Sundarbans,12,1,,,45,30,,,Sowing 15 Dec to 15 Jan; 2-3 irrigations; direct sowing after seed treatment
West Bengal,rabi,lathyrus,,11,11,,48,,,,,Sow in November in moist soil during rice flowering
West Bengal,rabi,tomato,,5,6,"[10, 3]",,,,,,Seed priming advised using Cycocel or KNO3; soluble fertilizer sprays after transplant
West Bengal,rabi,chilli,,5,6,"[10, 3]",,,,,,Same as tomato
West Bengal,rabi,bitter gourd,,5,6,"[10, 3]",,,,,,Salt tolerant; use ethrel spray to increase female flowers
West Bengal,rabi,dolichos bean,,5,6,"[10, 3]",,,,,,Long cropping period from sowing May-June to harvesting October to March
West Bengal,rabi,cabbage,,,,,,,,,,Suggested for upland and salt affected YAAS soils
West Bengal,rabi,cauliflower,,,,,,,,,,Suggested for upland and salt affected YAAS soils
West Bengal,rabi,knolkhol,,,,,,,,,,Suggested for upland and salt affected YAAS soils
West Bengal,rabi,brinjal,,,,,,,,,,Suggested for upland
West Bengal,rabi,beet,,,,,,,,,,Suggested for upland and salt affected YAAS soils
West Bengal,rabi,carrot,,,,,,,,,,Suggested for upland
Andaman and Nicobar Islands,rabi,green gram,,11,12,,20,,,,,"Relay cropping as rice fallow pulse, broadcast 20 kg seeds in standing crop 5 to 10 days before paddy harvest"
Andaman and Nicobar Islands,rabi,black gram,,11,12,,20,,,,,"Relay cropping as rice fallow pulse, broadcast 20 kg seeds in standing crop 5 to 10 days before paddy harvest"
Andaman and Nicobar Islands,rabi,maize,,,,,20,60,25,,,"Dibble seeds at 4 cm depth, single seed per hill if germination assured, else two seeds per hill"
Andaman and Nicobar Islands,rabi,groundnut,,12,1,,120,,,,,For bold seeded variety seed rate 175 kg/ha
Andaman and Nicobar Islands,rabi,brinjal,,,,,,,,,,Select high yield round fruited varieties as per local market demand
Andaman and Nicobar Islands,rabi,tomato,,,,,,,,,,"Avoid rainy days for transplanting, select sandy soils"
Andaman and Nicobar Islands,rabi,cabbage,,,,,,,,,,"Grow tropical high temperature tolerant varieties like White Marvel, White Short"
Andaman and Nicobar Islands,rabi,cauliflower,,,,,,,,,,"Grow tropical high temperature tolerant varieties like White Marvel, White Short"
Andaman and Nicobar Islands,rabi,french beans,,,,,,,,,,Grow pole types only
Andaman and Nicobar Islands,rabi,radish,,,,,,,,,,"Choose sandy loam loose soil; varieties like Pusachetaki, Japanese long"
Andaman and Nicobar Islands,rabi,sweet potato,,,,,,,,,,"Improved biofortified varieties like Bhu-sona and Bhu-sakti and CARI SP-1, CARI SP-2"
Andaman and Nicobar Islands,rabi,carrot,,,,,,,,,,Asiatic variety like Pusa Rudhira and others
Andaman and Nicobar Islands,rabi,chilies,,,,,,,,,,"Grow leaf curling resistance varieties like VNR-Black, Bullet Mirch, Pusajwala, MDU-1"
Andaman and Nicobar Islands,rabi,pumpkin,,,,,,,,,,"Sensitive to downy mildew and powdery mildew, control recommended"
Andaman and Nicobar Islands,rabi,ridge guard,,,,,,,,,,"Sensitive to downy mildew and powdery mildew, control recommended"
Andaman and Nicobar Islands,rabi,cucumber,,,,,,,,,,"Sensitive to downy mildew and powdery mildew, control recommended"
Andaman and Nicobar Islands,rabi,bitter gourd,,,,,,,,,,"Sensitive to downy mildew and powdery mildew, leaf mosaic virus problem"
Andaman and Nicobar Islands,rabi,watermelon,,,,,,,,,,"Control Fusarium wilt, apply TIBA 25 ppm, MH 50 ppm + GA 25 ppm, boron and calcium 20 ppm"
Andaman and Nicobar Islands,rabi,okra,,,,,,,,,,"Grow YMV resistant varieties, spray Dimethoate every 10 days, manage powdery mildew and spotted bollworm"
Assam,rabi,early Ahu Rice,,2,2,,40,20,15,,,"Seedbed of 1.25 m width, 10 m length, 30 cm gap between beds; 2-3 seedlings per hill for semi dwarf varieties, 1 seedling per hill for hybrid"
Assam,rabi,wheat,,,,,110,20,,,,Seed priming by soaking seeds overnight; sowing depth 3-5 cm; pre-sowing irrigation 3-4 days before sowing if dry topsoil
Assam,rabi,maize,,9,11,,,60,20,,,Well drained sandy loam soil; seeds from composite varieties can be kept for sowing; do not keep seeds of hybrids
Assam,rabi,buckwheat,Upper Brahmaputra Valley Zone,9,10,,20,30,,,,
Assam,rabi,buckwheat,Lower Brahmaputra Valley Zone,10,11,,20,30,,,,
Assam,rabi,foxtail millet,,1,2,,10,25,,,,Seed rate may be increased to 15 kg/ha under broadcast sowing
Assam,rabi,lentil,,10,11,,30,25,6,,,"Seed spacing 5-7 cm seed to seed; varieties HUL 57, Axom Masur 1 (SL 2-24), Axom Masur 2 (SL 2-28)"
Assam,rabi,rapeseed and mustard,Hills Zone,10,11,,6,,,,,In Hills Zone mixed 75:25 toria + lentil seed proportion; pure crop seed rate 6-8 kg/ha
Assam,rabi,rapeseed and mustard,,10,11,,10,,,,,"Toria seed rate 10 kg/ha, rainfed late sown toria seed rate 13 kg/ha"
Assam,rabi,linseed,Barak Valley Zone,10,12,,15,25,10,,,
Assam,rabi,linseed,,10,11,,20,25,10,,,Can also be grown as relay crop with kharif rice
Assam,rabi,niger,Lower Brahmaputra Valley Zone,9,10,,8,25,6,,,"Line sowing seed rate 8 kg/ha, broadcast seed rate 12 kg/ha"
Assam,rabi,niger,Lower Brahmaputra Valley Zone,9,10,,12,25,6,,,Broadcast seed rate
Assam,rabi,potato,,10,12,,2250,50,15,,,"Seed tubers about 2.5 cm diameter (25-40 g); may plant bigger with adjusted spacing; 3 irrigations timed at 25, 60, 80 days after emergence without mulching; 2 irrigations at 25 and 60 days with mulching"
Assam,rabi,strawberry,,11,11,,,,,,,"Varieties: Sweet Charlie, Festival, Chandler; propagated through runner; best time for planting November"
Sikkim,rabi,Rajmash,,8,8,,75,30,10,,,Sowing on ridge-furrow to avoid water logging; proper drainage
Sikkim,rabi,Rapeseed Mustard,,10,12,,7,,,,,Field preparation: 2-3 times ploughing in Oct-Nov
Sikkim,rabi,Buckwheat,,10,11,,35,30,10,,,
Sikkim,rabi,Vegetable pea,,,,,65,40,10,,,Zero till cultivation; lifesaving irrigation recommended
Sikkim,rabi,"Cole crops (cabbage, cauliflower, broccoli)",,,,,,40,50,25,,Nursery raised under protected conditions; transplant in evening
Sikkim,rabi,Tomato (rabi),,,,,,40,50,25,,Nursery raised under protected conditions; transplant in evening
Sikkim,rabi,Carrot,,,,,,20,10,,,Soak seed overnight before sowing; sow on raised beds 30-40 cm width; thinning after 10-15 DAS
Sikkim,rabi,Radish,,,,,,30,10,,,Sow on raised beds 30-40 cm width; thinning after 10-15 DAS
Sikkim,rabi,Potato,,10,11,,,50,20,,,Plant tubers of 40-50g; one irrigation needed; maintain soil moisture
Arunachal Pradesh,rabi,maize,,9,10,,,60,20,,,Sowing should be completed preferably by mid-October; cobs harvested at grain moisture less than 20%
Arunachal Pradesh,rabi,paddy,,,,"[11, 11]",,,,,,Complete harvesting of early and medium duration varieties within second fortnight of November
Arunachal Pradesh,rabi,rapeseed/mustard,Papum Pare district,10,11,,,,,,"[120, 150]","Ploughing by first fortnight October, sowing by second fortnight October, extendable to 15 Nov; harvest at 120-150 DAS"
Arunachal Pradesh,rabi,potato,,11,11,"[2, 2]",,60,20,,,Planting completed by first fortnight November; harvest by mid February after dehaulming
Arunachal Pradesh,rabi,buckwheat,"Tawang, West Kameng, Lower Subansiri",9,10,,20,30,,,,Sowing recommended September-October for high altitude
Arunachal Pradesh,rabi,buckwheat,Dibang and Lohit valleys,10,11,,20,30,,,,Sowing recommended October to mid November for low altitude
Arunachal Pradesh,rabi,foxtail millet,,1,2,,8,25,,,,Best sowing last week of January; seed rate may increase to 15 kg/ha for broadcast
Arunachal Pradesh,rabi,pea,,10,11,,50,45,10,,,Sowing Oct-Nov; first picking at 75 DAS
Manipur,rabi,field pea,,10,11,,60,30,10,,,"Varieties Aman, Prakash, Rachna, Aparna"
Manipur,rabi,chickpea,,10,11,,60,30,10,,,"Varieties JG-14, JG-16"
Manipur,rabi,lentil,,10,11,,40,30,10,,,"Variety HUL-57, can be grown in residual moisture or with little irrigation"
Manipur,rabi,rapeseed-mustard,,10,10,,13,,,,,"Varieties M-27, TS-36, TS-38, Ragini, NRCHB-101; seeds sown directly as relay crop just before 4-7 days of rice harvest"
Manipur,rabi,maize,,10,11,,20,60,20,,,"Varieties HQPM-1, HQPM-5, RCM-76"
Manipur,rabi,cauliflower,,9,10,,,,,30,,"Varieties White Excel, Sweta, Pusa snowball"
Manipur,rabi,cabbage,,9,10,,,,,30,,"Varieties Green Hero, Rare Ball"
Manipur,rabi,broccoli,,9,10,,,,,30,,"Varieties Green magic, Harumi 88, Puspa"
Manipur,rabi,chilli,,12,1,,,,,30,,King chilli nursery sowing; medium nursery duration; transplant February-March
Manipur,rabi,tomato,,9,10,,400,60,60,,,"Varieties Arka Rakshak, Arka Samrat; staking recommended"
Manipur,rabi,onion,,9,10,,,,,,,"Varieties Arka Lalima, Bhima Shakti, Bhima Kiran, Prema"
Manipur,rabi,garlic,,9,10,,,,,,,Harvest with stalks and leaves
Meghalaya,rabi,boro paddy,,11,12,"[1, 3]",,15,10,,,Transplanting @ 2-3 seedlings/hill in December to January. Spacing 15-25x10-20cm.
Meghalaya,rabi,maize,,8,9,,25,60,30,,,Harvest when silk attains brown colouration.
Meghalaya,rabi,rapeseed and mustard,,10,11,,,,,,,Early sowing and harvesting before frost.
Meghalaya,rabi,rabi vegetables,,,,,,,,,,"Nursery on raised beds 15 cm high, 1 m width with polythene cover."
Meghalaya,rabi,oats,,10,11,,80,,,,,Good rabi fodder.
Mizoram,rabi,Maize,,10,10,,,60,30,,,Use composite variety or hybrid sweet corn
Mizoram,rabi,Rajmash,,8,9,,,,,,,Use improved variety like ARUN
Mizoram,rabi,Soybean,,9,9,,,,,,,"Use high yielding varieties like JS 335, VL 89"
Mizoram,rabi,Toria,,9,9,,5.5,30,8,,,Thinning done 3 weeks after sowing
Mizoram,rabi,Nursery Management for winter vegetables,,8,9,,,2.5,,21,30,"Sow seeds thinly in U-shaped furrows, depth 1-2 cm; seedlings ready for transplant 21-30 days after sowing"
Mizoram,rabi,Tomato,,8,9,,,,30,,,Nursery bed preparation from end August; seed treatment required
Mizoram,rabi,Cabbage,,8,9,,,,30,,,Nursery bed preparation from end August; seed treatment required
Mizoram,rabi,Broccoli,,8,9,,,,30,,,Nursery bed preparation from end August; seed treatment required
Mizoram,rabi,Onion,,8,9,,,,30,,,Nursery bed preparation from end August; seed treatment required
Mizoram,rabi,Mustard,,,,,,,,,,
Nagaland,rabi,field pea,,10,11,,,,,,,Sowing during second fortnight October to first fortnight November
Nagaland,rabi,rapeseed,,10,11,,,,,,,Sowing can be delayed up to last week of November
Nagaland,rabi,linseed,,10,11,,,,,,,Sowing during second fortnight October to first fortnight November
Nagaland,rabi,cabbage,,8,9,,,45,30,30,,Prepare nursery August-September; transplant 30-40 day old seedlings at 45x30 cm
Nagaland,rabi,cauliflower,,8,9,,,45,30,30,,Prepare nursery August-September; transplant 30-40 day old seedlings at 45x30 cm
Nagaland,rabi,broccoli,,8,9,,,45,30,30,,Prepare nursery August-September; transplant 30-40 day old seedlings at 45x30 cm
Nagaland,rabi,knol khol,,8,9,,,45,30,30,,Prepare nursery August-September; transplant 30-40 day old seedlings at 45x30 cm
Nagaland,rabi,radish,,8,9,,,45,30,30,,Prepare nursery August-September; transplant 30-40 day old seedlings at 45x30 cm
Nagaland,rabi,turnip,,8,9,,,45,30,30,,Prepare nursery August-September; transplant 30-40 day old seedlings at 45x30 cm
Nagaland,rabi,french bean,,10,11,,,,,,,Start sowing in October and complete by 15th November
Nagaland,rabi,carrot,,10,11,,,,,,,Start sowing in October and complete by 15th November
Nagaland,rabi,tomato,,8,9,,,45,30,,,Prepare nursery August-September and transplant at 45x30 cm spacing
Nagaland,rabi,kiwi,,12,1,,,,,,,Propagated by hardwood cutting in December-January
Tripura,rabi,boro rice,,11,12,"[12, 1]",,20,15,,,"Transplanting 2-3 seedlings per hill, nursery bed preparation 15 Nov to 15 Dec"
Tripura,rabi,rabi maize,,11,11,,20,60,20,,,Seed treated with Trichoderma solution 200-250g for 10-15 minutes
Tripura,rabi,mustard,,,,,,30,10,,,"Seed rate 700-900 gm/kani, rows spacing 30-40 cm, plant to plant distance 10-15 cm"
Tripura,rabi,toria,,,,,,30,10,,,"Seed rate 700-900 gm/kani, rows spacing 30-40 cm, plant to plant distance 10-15 cm"
Tripura,rabi,field pea,,11,11,,,,,,,"Seed inoculation with biofertilizers, lime application 15-20 days before sowing"
Tripura,rabi,lentil,,11,11,,8,30,10,,,"One ploughing and two harrowing, seed treated with rhizobium and PSB"
Tripura,rabi,brinjal,,,,,,75,60,,,"Seed treatment with biocontrol agents, spacing 75x60 cm"
Tripura,rabi,chilli,,,,,,,,,,"Seed treatment with biocontrol agents, top dressing urea at 30 DAT"
Tripura,rabi,tomato,,,,,,,,25,,"Seed treatment with biocontrol agents, nursery sowing with 10 cm spacing"
Tripura,rabi,cauliflower,,,,,,,,30,,"Seeds sown in seedbeds, seedlings transplanted after 30-35 days"
Tripura,rabi,radish,,,,,,15,10,,,"15x10 cm spacing, thinning at second weeding"
Tripura,rabi,carrot,,,,,,,,,80,"Seeds sown on raised or ridged beds, harvest after 80-100 days"
Tripura,rabi,banana,,8,9,,,,,,,"Intercrop with legume/green manure during Aug-Sept, foliar sprays and bunch feeding recommended"
Tripura,rabi,pineapple,South Tripura,9,12,,,60,30,,,"Raised bed planting with spacing 30 x 60 x 90 cm or 40 x 60 x 90 cm, sucker curing for 7 days"
Maharashtra,rabi,Chickpea,,10,11,,75,,,,,Rainfed chickpea sown first fortnight October; irrigated from last week October to first week November; seed treated with 4 g Trichoderma or 3 g Carbendazim per kg seed followed by Rhizobium and PSB biofertilizer @ 250 g / 10 kg seed; sowing on BBF beneficial
Maharashtra,rabi,Wheat,,10,12,,,,,,,Irrigated wheat sown first fortnight November; late sown up to 15 December if water available; rainfed sown first fortnight October using residual moisture
Maharashtra,rabi,Rabi Sorghum,,9,10,,,45,12.5,,,"Sown on residual moisture after green gram, black gram or soybean"
Maharashtra,rabi,Safflower,,10,11,,,45,20,,,"Rainfed sown 1-15 October, irrigated up to 15 November; thinning after two weeks of sowing to maintain stand"
Maharashtra,rabi,Linseed,,,10,,10,30,15,,,Use short duration varieties; finish sowing before 15 October
Maharashtra,rabi,Mustard,,11,11,,5,45,20,,,
Maharashtra,rabi,Sugarcane,,10,2,,,90,22,,,Pre-seasonal planting 1 Oct to 15 Nov; seasonal planting 1 Jan to 15 Feb; 25-30 thousand two budded sets per ha
Maharashtra,rabi,Pomegranate,,,,,,,,,,Pruning for Ambiya Bahar; water stress 30-60 days based on soil; remove suckers
Maharashtra,rabi,Citrus,,,,,,,,,,Ambiya bahar and stress management (45-60 days water stress in Nov-Dec)
Maharashtra,rabi,Mango,,,,,,,,,,Organic mulching; install 4 Rakshak fruit fly traps per ha
Maharashtra,rabi,Banana,,,,,,,,,,Smoke in orchard during cold wave evenings; irrigation at night; organic mulching
Maharashtra,rabi,Grapes,,,,,,,,,,October pruning; need based irrigation during rest period
Maharashtra,rabi,Brinjal,,9,10,,,,,,,
Maharashtra,rabi,Tomato,,8,9,,,,,,,
Maharashtra,rabi,Onion,,10,11,,,,,,,Transplanting month Oct-Nov; seed sowing with tractor drawn BBF also advised
Maharashtra,rabi,Okra,,,,,,,,,,
Gujarat,rabi,sugarcane,south Gujarat,,,,,,,,,"Varieties GNS 11 (Co N 13072), GNS 10 (Co N 13073), GNS 9 (Co N 9072), GNS 8(Co N 7072) are recommended"
Gujarat,rabi,sugarcane,saurashtra,,,,,,,,,Variety GS 5 (Co N 05071) recommended
Gujarat,rabi,chickpea,,,,,,,,,,"Recommended rainfed varieties GJG-3, GJG-6; irrigated GJG-5"
Gujarat,rabi,wheat,,11,11,,,,,,,Short to medium winter duration; timely sowing 2nd-3rd week Nov preferred
Gujarat,rabi,onion,,9,10,,,,,,,Raise nursery in September-October
Gujarat,rabi,maize,,10,11,,,,,,,Sow in 2nd fortnight October to 1st fortnight November
Gujarat,rabi,mustard,,10,10,,,,,,,Sowing after first week of October
Gujarat,rabi,cumin,,11,11,,,,,,,Sowing in 1st fortnight November
Gujarat,rabi,fennel,,10,11,,,,,,,Sowing last week October to first week November
Gujarat,rabi,pearl millet,,10,10,,,,,,,Semi-rabi crop sowing in first fortnight of October
Gujarat,rabi,ajwain,,10,10,,,,,,,Sowing in second fortnight of October
